id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
14105971,Loft in Boston · ★4.96 · Studio · 1 bed · 1 bath,Jamaica Plain,42.30762,-71.10968,Entire home/apt,159,5,301,3.34,1,0,24
14109003,Condo in Boston · 2 bedrooms · 4 beds · 1 bath,Jamaica Plain,42.32318,-71.11394,Entire home/apt,,91,0,,1,0,0
14153636,Home in Boston · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,Allston,42.36151,-71.12658,Private room,50,3,287,3.2,5,129,51
14186170,Condo in Boston · ★4.81 · 2 bedrooms · 2 beds · 1 bath,South Boston,42.33194,-71.04729,Entire home/apt,229,2,63,0.7,1,0,6
14196181,Rental unit in Roxbury Crossing · ★4.68 · 2 bedrooms · 2 beds · 1 bath,Roxbury,42.33614,-71.08473,Entire home/apt,118,29,172,1.97,2,110,1
14204600,Rental unit in Boston · ★4.92 · 2 bedrooms · 2 beds · 1 bath,North End,42.36704,-71.05376,Entire home/apt,283,10,287,3.2,13,0,22
14205208,Rental unit in Boston · 2 bedrooms · 2 beds · 1.5 baths,Beacon Hill,42.35838,-71.06896,Entire home/apt,225,29,2,0.1,6,270,0
14229841,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Back Bay,42.34534,-71.0865,Entire home/apt,205,32,2,0.02,36,229,1
14242888,Home in Boston · ★4.82 · 1 bedroom · 2 beds · 1.5 shared baths,Mattapan,42.27441,-71.0772,Private room,130,1,84,0.94,6,0,4
14414473,Rental unit in Boston · ★4.81 · 1 bedroom · 1 bed · 1 bath,Roxbury,42.33057,-71.09051,Entire home/apt,125,91,86,0.96,1,199,0
14426987,Townhouse in Boston · ★4.97 · 2 bedrooms · 3 beds · 1.5 baths,Roxbury,42.32859,-71.09325,Entire home/apt,,29,124,1.39,1,0,11
14452500,Rental unit in Boston · ★4.76 · 1 bedroom · 1 bed · 1 bath,North End,42.36845,-71.05356,Entire home/apt,,91,17,0.19,1,0,0
14460344,Home in Boston · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Brighton,42.34396,-71.15144,Private room,,91,8,0.09,1,0,0
14470701,Rental unit in Boston · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,Dorchester,42.30555,-71.0723,Private room,39,91,3,0.03,31,365,0
14474114,Condo in Boston · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,Jamaica Plain,42.29463,-71.1158,Private room,45,91,8,0.09,1,0,0
14485918,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,Roxbury,42.3165,-71.09535,Private room,44,30,14,0.17,8,336,0
14539326,Rental unit in Boston · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.32429,-71.05862,Private room,75,91,3,0.03,8,365,0
14566378,Home in Jamaica Plain  · ★4.93 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.31591,-71.11012,Entire home/apt,165,29,125,1.81,2,306,43
14566386,Condo in Boston · ★4.91 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.31701279,-71.10931396,Entire home/apt,169,3,212,2.42,2,341,40
14573951,Rental unit in Boston · ★4.97 · 2 bedrooms · 2 beds · 1 bath,Jamaica Plain,42.29835,-71.11372,Entire home/apt,164,2,208,2.38,1,0,34
14585335,Townhouse in Boston · ★4.71 · 3 bedrooms · 4 beds · 1 bath,Mattapan,42.27554,-71.07091,Entire home/apt,302,29,41,0.47,3,358,0
14600925,Rental unit in Boston · ★4.45 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.30208,-71.07005,Private room,39,30,20,0.23,27,365,5
14682931,Home in Boston · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,Jamaica Plain,42.31765,-71.10049,Private room,71,2,274,3.09,3,105,34
14686119,Home in Boston · ★4.60 · 1 bedroom · 1 bed · 1.5 shared baths,Mattapan,42.27345,-71.07251,Private room,30,90,10,0.12,5,283,1
14704252,Home in Boston · ★4.88 · 4 bedrooms · 3 beds · 2 baths,South Boston,42.33339,-71.05317,Entire home/apt,800,29,17,0.21,1,359,0
14747561,Rental unit in Boston · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.30426,-71.07147,Private room,50,30,11,0.13,27,365,2
14770892,Condo in Boston · ★4.94 · 2 bedrooms · 2 beds · 2 baths,South End,42.34338,-71.06874,Entire home/apt,354,2,334,3.76,1,0,70
14778561,Home in Boston · ★4.56 · 1 bedroom · 1 bed · 2 shared baths,Hyde Park,42.25302,-71.11591,Private room,64,29,48,0.54,5,298,0
14820482,Rental unit in Boston · ★4.83 · 3 bedrooms · 4 beds · 1.5 baths,Bay Village,42.34873199,-71.06843567,Entire home/apt,297,3,186,2.11,1,0,26
14868157,Home in Boston · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,Jamaica Plain,42.31689,-71.10005,Private room,75,2,346,3.9,3,173,53
14873100,Home in Boston · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,South Boston,42.33034,-71.05802,Private room,69,3,128,1.46,6,98,23
14928081,Bed and breakfast in Boston · ★4.82 · 1 bedroom · 1 bed · 1 private bath,Charlestown,42.37018,-71.06109,Private room,300,29,39,0.51,8,182,15
14928333,Rental unit in Boston · ★4.77 · 1 bedroom · 1 bed · 1 bath,South Boston,42.33631,-71.04961,Private room,105,91,13,0.15,1,0,0
14943350,Home in Boston · ★4.95 · 1 bedroom · 1 bed · 1 private bath,Dorchester,42.30755,-71.04739,Private room,84,1,349,3.95,4,0,52
14950089,Bed and breakfast in Boston · ★4.83 · 1 bedroom · 1 bed · 1 private bath,Charlestown,42.3713,-71.06154,Private room,230,29,127,1.44,8,159,43
14950328,Bed and breakfast in Boston · ★4.70 · 1 bedroom · 1 bed · 1 private bath,Charlestown,42.37216,-71.05937,Private room,230,29,82,0.93,8,163,18
14950476,Bed and breakfast in Boston · ★4.76 · 1 bedroom · 1 bed · 2 baths,Charlestown,42.37006,-71.06159,Private room,300,29,48,0.54,8,0,22
14976039,Rental unit in Boston · ★4.75 · 1 bedroom · 1 bed · 1 bath,Fenway,42.34611,-71.08774,Entire home/apt,125,93,4,0.05,36,13,0
14993599,Home in Boston · ★4.94 · 1 bedroom · 1 bed · 1 private bath,Dorchester,42.31305,-71.05094,Private room,130,3,163,1.86,1,0,22
14995433,Rental unit in Boston · ★4.86 · 1 bedroom · 2 beds · 1 bath,Leather District,42.35086,-71.05901,Entire home/apt,,91,7,0.08,1,0,0
15016872,Guest suite in Boston · ★4.94 · 1 bedroom · 2 beds · 1 bath,Brighton,42.34124,-71.15811,Entire home/apt,101,2,277,3.64,1,21,56
15020558,Condo in Boston · ★4.92 · 1 bedroom · 1 bed · 2 baths,Charlestown,42.3782,-71.06498,Entire home/apt,,91,13,0.15,1,0,0
15085512,Townhouse in Boston · ★4.89 · 2 bedrooms · 1 bed · 1 shared bath,Roxbury,42.3243,-71.07328,Private room,53,91,45,0.51,1,364,3
15147053,Condo in Boston · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,Jamaica Plain,42.30974,-71.10798,Entire home/apt,140,1,453,5.21,1,95,85
15148487,Condo in Boston · ★4.90 · 2 bedrooms · 2 beds · 1 bath,Beacon Hill,42.3575,-71.07138,Entire home/apt,240,4,398,4.54,3,257,51
15172518,Rental unit in Boston · ★4.67 · 1 bedroom · 1 bed · 1 bath,Back Bay,42.34914,-71.09072,Entire home/apt,175,90,54,0.69,74,321,0
15177273,Rental unit in Boston · 2 bedrooms · 1 bed · 1.5 shared baths,Roxbury,42.31313,-71.09335,Private room,39,91,2,0.02,31,365,0
15222140,Rental unit in Boston · ★4.93 · 3 bedrooms · 3 beds · 1 bath,North End,42.3671,-71.05376,Entire home/apt,283,10,164,1.87,13,82,1
15256830,Home in Boston · ★4.96 · 1 bedroom · 3 beds · 1 private bath,Dorchester,42.3094,-71.04672,Private room,100,1,332,3.81,4,280,54
15281436,Condo in Boston · ★4.52 · Studio · 2 beds · 1 bath,East Boston,42.37814,-71.03272,Entire home/apt,65,29,61,0.73,13,179,0
15296865,Condo in Boston · 1 bedroom · 1 bed · 1.5 baths,Bay Village,42.34887,-71.06924,Entire home/apt,,91,0,,1,0,0
15313517,Rental unit in Boston · ★4.91 · Studio · 1 bed · 1 bath,Dorchester,42.31105,-71.04984,Entire home/apt,130,3,147,1.68,2,9,26
15342021,Home in Boston · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.30702,-71.08369,Private room,85,29,132,1.51,1,365,8
15376003,Home in Boston · ★4.92 · 1 bedroom · 1 bed · 1 private bath,South Boston,42.33385,-71.04569,Private room,100,2,315,3.64,1,216,53
15397125,Rental unit in Boston · ★4.97 · 4 bedrooms · 5 beds · 2.5 baths,Back Bay,42.34983,-71.08955,Entire home/apt,724,10,126,1.44,13,73,0
15453527,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Roxbury,42.31313,-71.09335,Private room,39,91,5,0.06,31,364,0
15521407,Home in Boston · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.30918,-71.04643,Private room,75,1,238,2.74,4,123,46
15559436,Rental unit in Boston · ★4.91 · 1 bedroom · 1 bed · 1 bath,Allston,42.3533,-71.12833,Entire home/apt,179,29,402,4.79,1,365,0
15660279,Rental unit in Boston · ★4.80 · 4 bedrooms · 4 beds · 1 bath,Bay Village,42.35027,-71.06853,Entire home/apt,,2,296,3.42,4,0,39
15710997,Rental unit in Dorchester · ★4.87 · 2 bedrooms · 2 beds · 2 baths,Dorchester,42.29303,-71.06693,Entire home/apt,125,30,134,1.61,1,65,2
15714436,Rental unit in Boston · ★4.91 · 3 bedrooms · 5 beds · 2 baths,East Boston,42.36524,-71.0308,Entire home/apt,,29,32,0.48,1,0,0
15773389,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,Fenway,42.34773,-71.09399,Private room,,91,2,0.03,1,0,0
15819226,Condo in Boston · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,Back Bay,42.35125,-71.08667,Entire home/apt,500,29,31,0.38,1,307,0
15821724,Guest suite in Boston · ★4.96 · 2 bedrooms · 2 beds · 1 bath,Dorchester,42.28,-71.06983,Entire home/apt,112,5,197,2.92,1,0,31
15832498,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Jamaica Plain,42.31764,-71.10922,Entire home/apt,341,7,70,1,1,206,8
15901362,Rental unit in Boston · ★4.97 · 3 bedrooms · 3 beds · 1.5 baths,North End,42.36753,-71.05266,Entire home/apt,366,7,159,1.84,13,84,0
15974807,Townhouse in Boston · ★4.91 · 4 bedrooms · 4 beds · 2.5 baths,Allston,42.3587157,-71.1326206,Entire home/apt,517,1,138,1.6,2,0,11
15981694,Rental unit in Boston · 1 bedroom · 2 beds · 1 bath,Fenway,42.34497,-71.10001,Entire home/apt,130,91,0,,1,0,0
15985435,Rental unit in Boston · ★4.94 · 1 bedroom · 1 bed · 1 bath,Charlestown,42.37182,-71.06529,Entire home/apt,150,31,50,0.62,1,237,2
16001334,Rental unit in Boston · Studio · 2 beds · 1 bath,Back Bay,42.35346,-71.07693,Entire home/apt,,91,2,0.02,1,0,0
16013285,Condo in Boston · ★4.83 · 2 bedrooms · 2 beds · 1 bath,Dorchester,42.29181,-71.05264,Entire home/apt,215,2,149,1.86,1,347,15
16040760,Condo in Boston · ★4.84 · 2 bedrooms · 5 beds · 1.5 baths,Allston,42.35457,-71.13293,Entire home/apt,248,91,67,0.8,1,352,0
16121974,Rental unit in Boston · ★4.20 · 1 bedroom · 1 bed · 1 bath,Fenway,42.34245,-71.09021,Private room,60,91,5,0.06,1,0,0
16148182,Home in Boston · ★4.83 · 2 bedrooms · 3 beds · 1 bath,Hyde Park,42.26219,-71.11598,Entire home/apt,103,2,246,2.89,3,0,45
16233671,Rental unit in Boston · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,Charlestown,42.38185,-71.07693,Private room,69,2,79,1.01,11,329,20
16276850,Rental unit in Boston · ★4.47 · 1 bedroom · 1 bed · 1 bath,South Boston,42.33905,-71.04792,Entire home/apt,120,91,17,0.21,1,0,0
16364879,Rental unit in Boston · ★4.72 · 2 bedrooms · 2 beds · 1 shared bath,Charlestown,42.38379,-71.0783,Private room,135,1,164,1.93,11,232,11
16379917,Rental unit in Boston · ★5.0 · 3 bedrooms · 3 beds · 2 baths,Hyde Park,42.2355,-71.13134,Entire home/apt,145,29,8,0.09,7,363,1
16413314,Condo in Boston · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.32676,-71.09364,Private room,80,6,75,0.91,1,0,26
16447567,Rental unit in Dorchester  · ★4.72 · 1 bedroom · 2 beds · 2 shared baths,Dorchester,42.3076,-71.06542,Private room,61,29,93,1.1,7,269,4
16453657,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.28732,-71.06625,Private room,47,30,3,0.04,27,365,1
16459191,Condo in Boston · ★4.89 · Studio · 2 beds · 1 bath,Back Bay,42.35349,-71.07595,Entire home/apt,150,29,150,1.77,1,164,4
16464424,Rental unit in Boston · 2 bedrooms · 1 bed · 1 bath,Brighton,42.34212,-71.14379,Entire home/apt,,91,2,0.02,1,0,0
16479752,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,Charlestown,42.38191,-71.07865,Private room,75,1,3,0.04,11,61,0
16515215,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Allston,42.34924,-71.13915,Private room,,91,1,0.01,1,0,0
16517776,Rental unit in Boston · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,Charlestown,42.38183,-71.07888,Private room,69,2,90,1.11,11,248,15
16545081,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Roxbury,42.31341,-71.09356,Private room,39,100,3,0.04,31,365,0
16671164,Rental unit in Boston · ★4.87 · 1 bedroom · 2 beds · 1 bath,Dorchester,42.28612,-71.06625,Entire home/apt,141,3,134,1.64,1,0,15
16692369,Rental unit in Boston · ★4.83 · 1 bedroom · 1 bed · 1 bath,Charlestown,42.38366,-71.0786,Private room,75,1,6,0.07,11,61,0
16731118,Rental unit in Dorchester  · ★4.69 · 1 bedroom · 1 bed · 2 shared baths,Dorchester,42.30775,-71.0651,Private room,54,30,49,0.59,7,135,0
16770690,Rental unit in Boston · ★4.87 · 2 bedrooms · 4 beds · 1 bath,Jamaica Plain,42.30745,-71.11043,Entire home/apt,193,4,79,1.23,1,154,17
16779363,Townhouse in Boston · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,Jamaica Plain,42.30391,-71.11777,Entire home/apt,200,29,10,0.13,1,0,0
16835622,Condo in Boston · 1 bedroom · 1 bed · 1 shared bath,Allston,42.34922,-71.13892,Shared room,,91,1,0.01,1,0,0
16892278,Rental unit in Boston · ★4.87 · 2 bedrooms · 4 beds · 1 bath,Roslindale,42.27781,-71.11602,Entire home/apt,200,3,55,0.69,1,344,6
16909100,Rental unit in Boston · ★4.82 · 2 bedrooms · 3 beds · 1 bath,Jamaica Plain,42.32036,-71.10403,Entire home/apt,199,29,132,1.62,1,285,63
16923467,Townhouse in Chestnut Hill · ★4.80 · 1 bedroom · 1 bed · 1.5 shared baths,West Roxbury,42.29506,-71.15325,Private room,500,91,5,0.06,1,89,0
16971718,Rental unit in Boston · ★4.98 · 2 bedrooms · 2 beds · 1 bath,Roxbury,42.3237,-71.09514,Entire home/apt,258,2,250,3.38,2,329,47
17023481,Rental unit in Boston · ★4.40 · 1 bedroom · 1 bed · 1 bath,Leather District,42.35137,-71.05871,Entire home/apt,109,32,5,0.06,36,359,1
17042710,Rental unit in Boston · ★4.75 · 2 bedrooms · 2 beds · 2 baths,Fenway,42.34432,-71.08673,Entire home/apt,219,32,4,0.06,36,358,1
17075037,Home in Boston · ★4.80 · 3 bedrooms · 6 beds · 2 baths,Dorchester,42.31057,-71.06361,Entire home/apt,462,3,125,1.5,4,365,4
17107742,Rental unit in Boston · ★3.67 · 1 bedroom · 1 bed · 1 bath,Back Bay,42.35285,-71.08322,Entire home/apt,,91,3,0.05,1,0,0
17210305,Rental unit in Boston · ★5.0 · 2 bedrooms · 1 bed · 1.5 shared baths,Roxbury,42.31313,-71.09335,Private room,39,91,3,0.04,31,365,0
17222935,Rental unit in Boston · ★4.67 · 2 bedrooms · 1 bed · 1 shared bath,Dorchester,42.30042,-71.0642,Private room,40,30,9,0.11,27,365,2
17223845,Rental unit in Boston · ★4.67 · 1 bedroom · 1 shared bath,Dorchester,42.30042,-71.06435,Private room,45,30,15,0.2,27,352,2
17285926,Rental unit in Boston · ★5.0 · 2 bedrooms · 4 beds · 2.5 baths,South End,42.34547,-71.07481,Entire home/apt,,4,125,1.52,1,0,5
17296595,Rental unit in Boston · ★4.86 · 3 bedrooms · 4 beds · 1 bath,Jamaica Plain,42.30817,-71.11114,Entire home/apt,,29,105,1.29,1,0,29
17430142,Home in Boston · 2 bedrooms · 1 bed · 1 shared bath,Roxbury,42.31341,-71.09358,Private room,39,150,2,0.02,31,179,0
17463797,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.32446,-71.05814,Private room,75,91,0,,8,0,0
17472272,Home in Boston · ★5.0 · 7 bedrooms · 7 beds · 4 baths,West Roxbury,42.29106,-71.14177,Entire home/apt,1600,29,6,0.09,2,87,0
17476391,Home in Boston · ★4.74 · 1 bedroom · 2 beds · 1.5 shared baths,Jamaica Plain,42.32299,-71.10742,Private room,70,29,81,1.07,1,179,4
17523133,Home in Dorchester · ★4.97 · 1 bedroom · 2 beds · 1 private bath,Dorchester,42.28499,-71.06211,Private room,103,2,331,4.02,1,0,50
17523630,Rental unit in Boston · ★4.98 · 1 bedroom · 2 beds · 1 bath,Jamaica Plain,42.31299,-71.11876,Entire home/apt,186,3,246,2.99,1,337,39
17529340,Rental unit in Boston · ★4.99 · 1 bedroom · 1 bed · 1 bath,South End,42.34566,-71.07433,Entire home/apt,245,3,255,3.11,1,0,31
17541222,Rental unit in Boston · ★4.72 · 1 bedroom · 2 beds · 1 bath,Roxbury,42.32852,-71.09581,Entire home/apt,153,91,159,1.92,4,178,0
17543635,Rental unit in Boston · ★4.58 · 3 bedrooms · 1 bed · 1 shared bath,Dorchester,42.317,-71.05662,Private room,,91,12,0.15,2,0,0
17559493,Rental unit in Boston · ★4.72 · 2 bedrooms · 3 beds · 1 bath,Chinatown,42.34903,-71.062,Entire home/apt,260,3,264,3.21,4,184,49
17559756,Rental unit in Boston · ★4.73 · 2 bedrooms · 3 beds · 1 bath,Chinatown,42.3503,-71.06037,Entire home/apt,222,3,214,2.6,4,0,36
17559846,Rental unit in Boston · ★4.81 · 1 bedroom · 2 beds · 1 bath,Chinatown,42.34835,-71.06039,Entire home/apt,145,29,214,2.6,4,252,4
17567087,Rental unit in Boston · ★4.96 · 2 bedrooms · 3 beds · 1 bath,South End,42.34351,-71.06889,Entire home/apt,350,29,316,3.84,2,0,46
17573922,Rental unit in Boston · ★4.86 · 1 bedroom · 2 beds · 1 bath,Chinatown,42.34986,-71.06197,Entire home/apt,180,29,148,1.8,4,229,3
17609053,Loft in Boston · ★4.90 · 2 bedrooms · 2 beds · 1 bath,South End,42.33944,-71.07532,Entire home/apt,,29,31,0.39,2,0,2
17616603,Rental unit in Boston · ★4.88 · 1 bedroom · 2 beds · 1 bath,South End,42.33959,-71.08015,Entire home/apt,247,1,297,3.64,1,0,52
17617918,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Fenway,42.3461,-71.0877,Entire home/apt,169,32,1,0.01,36,303,0
17676984,Rental unit in Boston · ★4.40 · 1 bedroom · 1 bed · 1 bath,Charlestown,42.38376,-71.07707,Private room,84,1,5,0.06,11,67,0
17704067,Rental unit in Boston · ★4.62 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.30656,-71.07173,Private room,40,30,13,0.17,27,318,2
17779084,Rental unit in Boston · 1 bedroom · 1 bed · 1.5 shared baths,Roxbury,42.31333,-71.09339,Private room,39,91,0,,31,365,0
17791011,Condo in Boston · ★4.87 · 1 bedroom · 1 bed · 1 bath,Back Bay,42.35122842,-71.08858947,Entire home/apt,117,1,138,7.83,1,70,87
17806747,Condo in Boston · ★5.0 · 2 bedrooms · 2 beds · 1 bath,North End,42.36393,-71.05223,Entire home/apt,130,91,15,0.18,2,105,0
17807912,Rental unit in Boston · ★4.45 · 1 bedroom · 3 beds · 1 bath,Jamaica Plain,42.29973,-71.11618,Entire home/apt,82,91,22,0.28,1,90,0
17832598,Home in Boston · ★4.84 · 3 bedrooms · 5 beds · 2.5 baths,South Boston,42.342,-71.05282,Entire home/apt,461,29,323,3.97,1,0,51
17849739,Rental unit in Boston · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.28964,-71.06607,Private room,44,30,10,0.15,27,365,5
17907229,Rental unit in Boston · 3 bedrooms · 3 beds · 1 bath,Dorchester,42.30133,-71.0648,Entire home/apt,130,30,0,,27,316,0
17927755,Rental unit in Boston · ★4.67 · 1 bedroom · 1 bed · 1 private bath,Mission Hill,42.32938,-71.11024,Private room,80,32,78,0.95,1,236,1
17942707,Rental unit in Boston · ★4.68 · 1 bedroom · 3 beds · 1 bath,Roxbury,42.32807,-71.09557,Entire home/apt,150,91,98,1.2,4,179,0
17952482,Rental unit in Dorchester  · ★4.61 · 1 bedroom · 4 beds · 2 shared baths,Dorchester,42.30752,-71.06525,Private room,65,30,33,0.41,7,166,1
17969508,Rental unit in Boston · 2 bedrooms · 1 bed · 1.5 shared baths,Roxbury,42.31343,-71.09345,Private room,39,150,0,,31,365,0
17974950,Home in Boston · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,East Boston,42.37642,-71.03784,Private room,57,1,731,9.06,8,0,92
17989108,Rental unit in Boston · ★4.86 · 1 bedroom · 1 bed · 1 bath,Charlestown,42.37532,-71.05777,Entire home/apt,300,4,72,0.89,1,0,11
17994861,Rental unit in Boston · 2 bedrooms · 3 beds · 1 bath,South End,42.34218,-71.079,Entire home/apt,,91,1,0.01,1,0,0
18023901,Rental unit in Boston · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.32116318,-71.05723853,Private room,55,1,91,1.42,11,142,50
18032982,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,Back Bay,42.3454,-71.08634,Entire home/apt,169,32,3,0.04,36,303,0
18055117,Townhouse in Boston · 2 bedrooms · 1 bed · 2.5 shared baths,Dorchester,42.30403,-71.07564,Private room,36,91,2,0.03,1,50,0
18070939,Rental unit in Boston · ★4.72 · Studio · 1 bed · 1 bath,Back Bay,42.34981,-71.08263,Entire home/apt,138,29,300,3.7,87,0,32
18159981,Rental unit in Boston · ★4.95 · 2 bedrooms · 2 beds · 1 bath,Dorchester,42.28897,-71.06613,Entire home/apt,165,91,74,0.92,2,305,0
